🕘️更新时间,#genre#
2026-08-05 07:06:43,http://120.76.248.139/live/bfgd/4200000484.m3u8

📺央视频道,#genre#
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV1,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV1$订阅源
CCTV1,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV1$订阅源
CCTV1,http://123.118.58.227:8686/rtp/239.3.1.129:8008$北京联通11
CCTV1,http://123.118.58.227:8686/rtp/239.3.1.129:8008$北京联通11
CCTV1,http://116.2.172.210:4010/rtp/232.0.0.27:1234$辽宁联通11
CCTV1,http://116.2.172.210:4010/rtp/232.0.0.27:1234$辽宁联通11
CCTV1,http://39.77.159.145:4002/rtp/239.253.254.89:8000$山东联通32
CCTV2,http://104.152.209.49:8181/720p/cctv2.m3u8$订阅源
CCTV2,http://104.152.209.49:8181/720p/cctv2.m3u8$订阅源
CCTV2,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv2&zy.m3u8$订阅源
CCTV2,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv2&zy.m3u8$订阅源
CCTV2,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV2$订阅源
CCTV2,http://123.118.58.227:8686/rtp/239.3.1.60:8084$北京联通11
CCTV2,http://116.2.172.210:4010/rtp/232.0.0.135:1234$辽宁联通11
CCTV2,http://121.29.215.140:2083/rtp/239.253.92.190:6065$河北联通11
CCTV2,http://121.29.215.140:2083/rtp/239.253.92.190:6065$河北联通11
CCTV2,http://39.77.159.145:4002/rtp/239.253.254.232:8000$山东联通31
CCTV3,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv3&zy.m3u8$订阅源
CCTV3,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV3$订阅源
CCTV3,http://123.118.58.227:8686/rtp/239.3.1.172:8001$北京联通11
CCTV3,http://60.4.31.149:8077/rtp/239.253.92.191:6057$河北联通11
CCTV3,http://60.4.31.149:8077/rtp/239.253.92.191:6057$河北联通11
CCTV3,http://116.2.172.210:4010/rtp/232.0.0.170:1234$辽宁联通11
CCTV3,http://121.29.215.140:2083/rtp/239.253.92.191:6057$河北联通11
CCTV3,http://115.171.216.40:4000/rtp/225.1.8.88:8000$北京电信21
CCTV3,http://115.171.216.40:4000/rtp/225.1.8.88:8000$北京电信21
CCTV3,http://114.226.212.131:8787/rtp/239.49.1.3:6000$江苏电信11
CCTV4,http://104.152.209.49:8181/720p/cctv4.m3u8$订阅源
CCTV4,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv4&zy.m3u8$订阅源
CCTV4,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV4$订阅源
CCTV4,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV4HD$订阅源
CCTV4,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV4HD$订阅源
CCTV4,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV4$订阅源
CCTV4,http://123.118.58.227:8686/rtp/239.3.1.105:8092$北京联通11
CCTV4,http://60.4.31.149:8077/rtp/239.253.92.251:6141$河北联通11
CCTV4,http://116.2.172.210:4010/rtp/232.0.0.201:1234$辽宁联通11
CCTV4,http://121.29.215.140:2083/rtp/239.253.92.251:6141$河北联通11
CCTV5,http://104.152.209.49:8181/720p/cctv5.m3u8$订阅源
CCTV5,http://104.152.209.49:8181/720p/cctv5p.m3u8$订阅源
CCTV5,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv5&zy.m3u8$订阅源
CCTV5,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV5$订阅源
CCTV5,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV5HD$订阅源
CCTV5,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV5HD/2$订阅源
CCTV5,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV5$订阅源
CCTV5,http://123.118.58.227:8686/rtp/239.3.1.173:8001$北京联通11
CCTV5,http://60.4.31.149:8077/rtp/239.253.92.181:6046$河北联通11
CCTV5,http://116.2.172.210:4010/rtp/232.0.0.171:1234$辽宁联通11
CCTV5+,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv5p&zy.m3u8$订阅源
CCTV5+,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV5%2B$订阅源
CCTV5+,http://123.118.58.227:8686/rtp/239.3.1.130:8004$北京联通11
CCTV5+,http://60.4.31.149:8077/rtp/239.253.92.82:8013$河北联通11
CCTV5+,http://39.77.159.145:4002/rtp/239.253.254.80:8000$山东联通31
CCTV5+,http://114.226.212.131:8787/rtp/239.49.8.18:9610$江苏电信11
CCTV5+,http://114.226.212.189:8787/rtp/239.49.8.18:9610$江苏电信11
CCTV5+,http://220.176.218.169:9000/udp/239.252.219.72:5140$江西电信11
CCTV5+,http://124.112.240.194:4022/rtp/238.1.78.237:7768$安徽电信11
CCTV5+,http://106.59.3.191:55555/rtp/239.200.200.9:8004$云南电信11
CCTV6,rtmp://39.108.129.193:1935/cv6/re68_cv6$订阅源
CCTV6,http://104.152.209.49:8181/720p/cctv6.m3u8$订阅源
CCTV6,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv6&zy.m3u8$订阅源
CCTV6,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv6$订阅源
CCTV6,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV6$订阅源
CCTV6,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV6HD$订阅源
CCTV6,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV6$订阅源
CCTV6,http://123.118.58.227:8686/rtp/239.3.1.174:8001$北京联通11
CCTV6,http://60.4.31.149:8077/rtp/239.253.92.193:6058$河北联通11
CCTV6,http://116.2.172.210:4010/rtp/232.0.0.172:1234$辽宁联通11
CCTV7,http://104.152.209.49:8181/720p/cctv7.m3u8$订阅源
CCTV7,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv7&zy.m3u8$订阅源
CCTV7,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV7$订阅源
CCTV7,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV7HD$订阅源
CCTV7,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV7$订阅源
CCTV7,http://123.118.58.227:8686/rtp/239.3.1.61:8104$北京联通11
CCTV7,http://60.4.31.149:8077/rtp/239.253.92.194:6059$河北联通11
CCTV7,http://116.2.172.210:4010/rtp/232.0.0.136:1234$辽宁联通11
CCTV7,http://121.29.215.140:2083/rtp/239.253.92.194:6059$河北联通11
CCTV7,http://39.77.159.145:4002/rtp/239.253.254.233:8000$山东联通31
CCTV8,http://198.204.228.26/live/cctv8k.m3u8$订阅源
CCTV8,http://198.204.228.26/live/cctv8k.m3u8$订阅源
CCTV8,http://104.152.209.49:8181/720p/cctv8.m3u8$订阅源
CCTV8,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv8&zy.m3u8$订阅源
CCTV8,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV8$订阅源
CCTV8,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV8HD$订阅源
CCTV8,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV8$订阅源
CCTV8,http://123.118.58.227:8686/rtp/239.3.1.175:8001$北京联通11
CCTV8,http://60.4.31.149:8077/rtp/239.253.92.195:6060$河北联通11
CCTV8,http://116.2.172.210:4010/rtp/232.0.0.173:1234$辽宁联通11
CCTV9,http://104.152.209.49:8181/720p/cctv9.m3u8$订阅源
CCTV9,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv9&zy.m3u8$订阅源
CCTV9,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV9$订阅源
CCTV9,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV9HD$订阅源
CCTV9,http://123.118.58.227:8686/rtp/239.3.1.62:8112$北京联通11
CCTV9,http://60.4.31.149:8077/rtp/239.253.92.107:6020$河北联通11
CCTV9,http://116.2.172.210:4010/rtp/232.0.0.137:1234$辽宁联通11
CCTV9,http://121.29.215.140:2083/rtp/239.253.92.107:6020$河北联通11
CCTV9,http://115.171.216.40:4000/rtp/225.1.8.9:8112$北京电信21
CCTV9,http://114.226.212.131:8787/rtp/239.49.8.53:9814$江苏电信11
CCTV10,http://198.204.228.26/live/cctv10hd.m3u8$订阅源
CCTV10,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv10&zy.m3u8$订阅源
CCTV10,http://plzysm.cn:5140/%E5%A4%AE%E8%A7%86/CCTV10$订阅源
CCTV10,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV10HD$订阅源
CCTV10,http://qwrt.ansun.de5.net:7088/%E5%A4%AE%E8%A7%86/CCTV10$订阅源
